Epoch 1: Train Loss = 0.6113, Val Loss = 0.5557
Epoch 2: Train Loss = 0.4538, Val Loss = 0.4594
Epoch 3: Train Loss = 0.4030, Val Loss = 0.4126
Epoch 4: Train Loss = 0.3848, Val Loss = 0.4297
Epoch 5: Train Loss = 0.3666, Val Loss = 0.3896
Epoch 6: Train Loss = 0.3584, Val Loss = 0.4090
Epoch 7: Train Loss = 0.3492, Val Loss = 0.3754
Epoch 8: Train Loss = 0.3450, Val Loss = 0.3895
Epoch 9: Train Loss = 0.3413, Val Loss = 0.3686
Epoch 10: Train Loss = 0.3351, Val Loss = 0.3485
Epoch 11: Train Loss = 0.3299, Val Loss = 0.3610
Epoch 12: Train Loss = 0.3294, Val Loss = 0.3539
Epoch 13: Train Loss = 0.3271, Val Loss = 0.3534
Epoch 14: Train Loss = 0.3220, Val Loss = 0.3673
Epoch 15: Train Loss = 0.3196, Val Loss = 0.3557
Epoch 1: Train Loss = 0.0088, Val Loss = 0.0000
Epoch 2: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0091, Val Loss = 0.0000
Epoch 2: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0095, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0100, Val Loss = 0.0000
Epoch 2: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 3: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 4: Train Loss = 0.0000, Val Loss = 0.0000
Epoch 1: Train Loss = 0.0091, Val Loss = 0.0000
Epoch 1: Train Loss = 0.9781, Val Loss = 1.1967
Epoch 1: Train Loss = 1.0081, Val Loss = 1.2381
Epoch 2: Train Loss = 0.8090, Val Loss = 1.1249
Epoch 3: Train Loss = 0.7231, Val Loss = 1.0236
Epoch 4: Train Loss = 0.6724, Val Loss = 0.9926
Epoch 5: Train Loss = 0.6427, Val Loss = 0.9306
Epoch 6: Train Loss = 0.6214, Val Loss = 1.0045
Epoch 7: Train Loss = 0.5965, Val Loss = 0.9126
Epoch 8: Train Loss = 0.5757, Val Loss = 0.9664
Epoch 9: Train Loss = 0.5596, Val Loss = 0.8817
Epoch 10: Train Loss = 0.5432, Val Loss = 0.8728
Epoch 9: Train Loss = 0.2242, Accuracy = 0.9175, Val Loss = 0.2269.
Epoch 10: Train Loss = 0.2127, Accuracy = 0.9217, Val Loss = 0.2172.
Epoch 11: Train Loss = 0.2126, Accuracy = 0.9225, Val Loss = 0.2447.
Epoch 12: Train Loss = 0.2033, Accuracy = 0.9229, Val Loss = 0.2220.
Epoch 13: Train Loss = 0.2094, Accuracy = 0.9223, Val Loss = 0.2029.
Epoch 14: Train Loss = 0.1939, Accuracy = 0.9238, Val Loss = 0.2172.
Epoch 15: Train Loss = 0.2029, Accuracy = 0.9248, Val Loss = 0.2128.
Epoch 16: Train Loss = 0.1982, Accuracy = 0.9253, Val Loss = 0.2071.
Epoch 17: Train Loss = 0.1948, Accuracy = 0.9265, Val Loss = 0.2884.
Epoch 18: Train Loss = 0.1913, Accuracy = 0.9270, Val Loss = 0.2123.
